Problem URL,Blog Name,URL,Person's Name,Location,Source,Description
,Older mummy still yummy,http://oldermommystillyummy.com/,Monica,"New Brunswick, Canada",http://40plusstyle.com/women-over-40-blogger-community/,"Older Mommy, Still Yummy is my blog and I decided to start this facebook page to compliment it. I have been married for many, many years to the most amazing man in the world and together we have two grown children. I am a Registered Nurse and I first had the idea to start a blog for ""older moms"" when I started noticing a lot of blogs were aimed toward moms with young chi... See More"
,Outer Sparkle,http://outersparkle.com/,Janet,USA,http://40plusstyle.com/women-over-40-blogger-community/,"HELLO TO ALL OF MY PRECIOUS FRIENDS,FAMILY AND BLOG READERS I’VE YET TO MEET!! AS MANY OF YOU KNOW, I HAVE HAD THE BLESSING OF STAYING HOME WITH 2ND SWEET SON GABRIEL FOR THE PAST 5 YEARS. WHILE I AM EVER GRATEFUL, I HAVE LONGED FOR A CREATIVE OUTLET, A WAY TO MAKE SOME SPENDING MONEY, HAVE FUN, STAY FASHIONABLE (NO MOMMY ATTIRE AKA- SWEATS AND A TEE)AND MEET GREAT WOMEN! I WANTED SOMETHING THAT WAS TRULY MY OWN. SO BESIDES STELLA & DOT I DECIDED TO START THIS BLOG, WHICH AT FIRST WAS A BIT DAUNTING SINCE I WAS NOT FAMILIAR WITH THE PLATFORM. NOW I LOVE TO FIND DIFFERENT TOPICS TO WRITE ABOUT! OF COURSE I LOVE FASHION,JESUS FIRST,SOCIAL MEDIA(I’M A CONFESSED JUNKIE) AND MOVIES."
The bnlog expired 31 days ago,As time goes... buy,http://astimegoesbuy.me/,Laura,,http://40plusstyle.com/women-over-40-blogger-community/,
,The pretty cute,http://theprettycute.blogspot.com/,Dan,Italy,http://40plusstyle.com/women-over-40-blogger-community/,"BENVENUTI NEL MIO BLOG! Welcome to my blog. I'm dan. You will find here things I find special and stuff I am interested in. This blog is dedicated to all the women who love fashion, style and cute little things. Thank you to have a glance and...enjoy it!"
,Lifestyle by Caroline,http://lifestylebycaroline.com/,Caroline,"4 Hawks Way, Lower Heswall",http://40plusstyle.com/women-over-40-blogger-community/,"A personal blog about life in general: food, family, health, clothes, interiors (Oh and shopping!) All the things I love! http://lifestylebycaroline.com/"
Ser not found,Fab and Forty,http://www.fabandforty.com/,Jenny,,http://40plusstyle.com/women-over-40-blogger-community/,
,My favorite Things,http://www.myfavourite-things.com/,Nanne,Northern Norway.,http://40plusstyle.com/women-over-40-blogger-community/,"I'm a 40-something woman, living with my husband and our two spoilt cats in an old traditional North-Norwegian house surrounded by a lush garden full of berry shrubs and briar, in a scenic little village on the coast of Northern Norway. go-to person for home design. She rides a Harley and is the envy of the road with her fast rolling style. Ann makes gourmet out of the everyday. She never takes the easy way but makes it look effortless. She has a big heart and commitment to the community, adeptly running the show and pulling it off with style. There is no home improvement project that proves too"
No location,Friendship Life & Style,http://friendshiplifeandstyle.blogspot.com/,Heather,,http://40plusstyle.com/women-over-40-blogger-community/,"The three of us have been friends for over 20 years, sharing life’s journeys and passions, striving to do it with style. We are grateful to have supportive husbands who encourage our adventures and frequently go along for the ride. Heather has an incredible wardrobe, amazing style and is our daunting for Sheila. Everything she does looks like a million bucks but she does it for less. In addition to all the time spent on projects, she successfully balances her passion for travel with love and commitment to family."
,Pop Cosmo,http://popcosmo.com/,Kim & Chloe,USA,http://40plusstyle.com/women-over-40-blogger-community/,"A lifestyle blog for moms, teens & everyone in-between. http://popcosmo.com/"
,Plusblack,http://blog.plusblack.co.uk/,Elle,"Stiletto Wheels , UK",http://40plusstyle.com/women-over-40-blogger-community/,"Hi, I’m Elle from Stiletto Wheels where I write about my lifestyle change from busy and ambitious finance professional in stiletto heels to that of wheelchair user on [metaphorical] stiletto wheels with tears, tantrums and laughter along the way."
,Stiletto Wheels,http://www.stilettowheels.co.uk/,Elle,"London , UK",http://40plusstyle.com/women-over-40-blogger-community/,Living a stiletto heels lifestyle on wheels ... here and at  http://blog.plusblack.co.uk
,Living for Soul,http://www.livingforsoul.com/,Jyothi,US ( NY),http://40plusstyle.com/women-over-40-blogger-community/,"I have seen it, been there, done that and yet I constantly have a quest to feed my soul. I'm 40 something mommy of two gorgeous happy 20 something daughters and a wife of a wonderful man. My life is blessed with love of my dearest friends and family. I'm a yoga teacher and also love to travel in my spare time. My love for travel has taken me all over the world and had the chance to meet some fabulous people. My passion for fashion, food and fun has brought me here."
No description,Torino Style,http://torinostyle.blogspot.com/,Giulia,Italy,http://40plusstyle.com/women-over-40-blogger-community/,
,Silver haired beauties,http://www.silverhairedbeauties.com/,Denton,"NY, United States",http://40plusstyle.com/women-over-40-blogger-community/,"New York City, NY, United StatesI'm a lifelong NYC resident. I'm married and live on the Upper West Side. I love photography and love street portraits. I love fashion, even if I don't practice it much myself. I enjoy photographing people of style and people of character. Contact me if I can help."
,Highland Fashionista,http://www.highlandfashionista.com/,Kristin,Scotland,http://40plusstyle.com/women-over-40-blogger-community/,"American expat, freelance writer, blogger, ex professional saxophonist, current once in a while saxophonist, Air Force veteran, nurse practitioner, animal lover, occasional misanthrope, frequent cynic, plant-based eater, tennis-mad, orchid-obsessed, liberal, fan of large brains and a well-timed Shakespearian reference."
Error Site,Stuck with luck,http://www.silverhairedbeauties.com/feeds/posts/default,Julia,Greece,http://40plusstyle.com/women-over-40-blogger-community/,
,Frantic but Fabulous,http://www.franticbutfabulous.com/,Heidi,Metro Washington DC,http://40plusstyle.com/women-over-40-blogger-community/,"Style mojo recovery: real world style advice, figure flattery tips & outfit ideas for working moms and Fab Mamas everywhere. [www.franticbutfabulous.com]"
,The Sunflower Mama,http://thesunflowermama.blogspot.com/,Shon,"South Carolina, United States",http://40plusstyle.com/women-over-40-blogger-community/,"I am flawed in so many ways and have decided to share a glimpse of me here. I love Jesus with my whole heart, my husband is my hero, and my children inspire me to be a better me. I love fashion, coffee, crafting,writing and my new favorite thing: running. ""Let your gentleness be evident to all. The Lord is near."" Philippians 4:5. Email me: jeremiahsvessel@yahoo.com"
,Is this mutton?,http://isthismutton.blogspot.co.uk/,Gail,"London, United Kingdom",http://40plusstyle.com/women-over-40-blogger-community/,50 something Londoner (UK) who is curious about everything. Expect a wide range of topics and a few wood pigeons.
,Fashionable Lorybug,http://fashionablelorybug.blogspot.com/,Lori,"Dayton, Ohio",http://40plusstyle.com/women-over-40-blogger-community/,"Wife, mommy and accountant who loves clothes! I have an unhealthy love of anything striped or polka dotted."
,You know you're over 40 when...,http://youknowyoureover40when.com/,Andrea,"London , England",http://40plusstyle.com/women-over-40-blogger-community/,"I live in London, England, where I work as a writer, comedy writer, freelance writer and jazz writer. No, wait – jazz singer. I’m also currently the Comedy Editor of The Huffington Post UK (I heartily recommend heading over there, especially if you like videos of cats, people falling over, or people falling over cats)."
,Life with RA is a Pain,http://www.lifewithraisapain.com/,Lor,"Minnesota , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Hi, and welcome to my page! My name is Lorna, I live in Minnesota, and if you found me you probably are living with RA, (Rheumatoid Arthritis) Sjogren's or Raynauds. Perhaps you have another Autoimmune disease or maybe you are a blog hopper who found my page and are wondering what in the world is this lady talking about! Everyone is welcome here."
,Mrs Jack of all trades daily,http://www.mjoat.com/,Mrs C,Dubai,http://40plusstyle.com/women-over-40-blogger-community/,"I am a 40 something expat, mother to my fabulous 3 sons and a wife to darling 'Captain'. We are currently residing in Dubai, UAE where Captain is flying with one of the airlines. Ever since I quit my job as a TV Producer and moved here, I have been a 'stay at home mom' and after a while I felt the need to do something and channel all my restlessness somewhere, hence the blog"
,40 Muse,http://40muse.com/,Mariama,"New York , USA",http://40plusstyle.com/women-over-40-blogger-community/,40muse.com is the digital lifestyle destination for the mature black woman. We are unapologetically grown.
,My Kurves,http://mykurves.blogspot.com/,Primus,USA,http://40plusstyle.com/women-over-40-blogger-community/,"My Kurves is an Online E-Zine for Women and some Men. Features ""Life As I Have Come to Know It"" with humor & bits of information."
,Embarrassing Disgrace,http://embarrassingdisgrace.blogspot.com/,Rachel Ann,"Troy, NY USA",http://40plusstyle.com/women-over-40-blogger-community/,ermit me to introduce myself: My name is Rachel Ann Gray and I am a PhD student at the University at Albany (SUNY). Both my daughters work and attend college. Albert the Family Dog runs this roost. Permanent physical disabilities related to a traumatic brain injury (TBI) sustained in 2003 keep me home-bound for the most part. My younger sister Sarah is a librarian in the Great American West; we are very close so her name is bound to come up sooner or later!! She has been a great source of support and inspiration for me and my family.
,Shorr Style,http://shorrstyle.com/blog/,Lisa,USA,http://40plusstyle.com/women-over-40-blogger-community/,"Beauty and Style is in Lisa’s DNA! Her grandmother, a successful business woman in her own right, promoted the benefits and importance of having a daily skin-care regimen while marketing Finelle Cosmetics, to women throughout Massachusetts."
,Finding your style,http://www.findingyourstyle.com.au/,Diana,"Sydney, Australia",http://40plusstyle.com/women-over-40-blogger-community/,"I have spent my entire career in fashion, every aspect of it I have loved and been inspired by. My latest challenge has been styling individuals, it sounds crazy I know, but very rewarding to help someone find their own style. I never get tired or bored of the search for the perfect outfit, or for that matter a new seasons wardrobe. Blogging will give me an opportunity to share any brilliant finds and ideas with you. I can and love to be adventurous with fashion, let’s say as much as my years will allow. I Like to mix a classic with something a little quirky, like everything, it depends how I feel on the day."
,Fashion Me blog,http://fashionmeblog.blogspot.com/,Angie,Greece,http://40plusstyle.com/women-over-40-blogger-community/,"I want to welcome you to my blog and introduce myself . I'm a woman in my 40s who loves style , fashion and all things related. I live on the beautiful island of Crete in Greece. I love my husband,3 kids and my job as an elementary school teacher."
,Girls of a certain age,http://www.girlofacertainage.com/,Kim,"New York, USA",http://40plusstyle.com/women-over-40-blogger-community/,"Welcome to Girls of a Certain Age. Here’s what it’s all about. We’re still working on the infrastructure, so pardon the occasional glitch."
,Grit and Glamour,http://www.gritandglamour.com/,Vahni,USA,http://40plusstyle.com/women-over-40-blogger-community/,
,Atlanti Home,http://www.atlantishome.com/,Judy,USA,http://40plusstyle.com/women-over-40-blogger-community/,"Judy Aldridge is the fashion and interior decorating blogger behind Atlantis Home, living in Trophy Club, Texas, with her daughters Carol and Jane Aldridge. Judy also runs another blog called Plastic Animal a Day. She recently attended the Chictopia 10 Social Influence Summit as a guest speaker, where she spoke alongside Rebecca of The Clothes Horse."
,J'adore Couture,http://kimair.blogspot.sg/,Kim,"san francisco, USA",http://40plusstyle.com/women-over-40-blogger-community/,"i'm a right coaster currently living on the left coast who loves fashion, magazines, mid-century modern architecture, letterpress printing, and all things design-y. during the day, i'm an award-winning art director and designer and the co-founder and creative director of the san francisco fashion film festival."
No Location & No Description,Hell Bent on Happy,http://www.hellbentonhappy.com/,Vicky,,http://40plusstyle.com/women-over-40-blogger-community/,
No Description,When a student is ready,http://www.whenastudentisready.com/,Terr,US (TX),http://40plusstyle.com/women-over-40-blogger-community/,
,The Age of Grace,http://theageofgrace.com/, Eugenia,"Harrisburg, Pennsylvania",http://40plusstyle.com/women-over-40-blogger-community/,"My name is Eugenia. I’m a wife, mother and friend. I’ve been in pharmaceutical sales for 16 years. I like exploring: history, museums, fashion, you name it!"
,Discerning Chi-Chi,http://discerningchichi.com/,Valerie,UK (London),http://40plusstyle.com/women-over-40-blogger-community/,"Hi and welcome to my lifestyle blog. I’m Valerie… a positively blooming baby boomer. creative dabbler, budding blogger and lover of life.More……about me…..of West Indian parentage, daughter, sister, bereaved parent, divorced, auntie, godmother, friend, partner, lover, colleague, holder of a BA (Hons) Social Science degree, certified life coach, reiki"
,DameNation,http://www.damenationblog.com/,Donna,USA,http://40plusstyle.com/women-over-40-blogger-community/,"My name is Donna Strother Highfill. It’s not hyphenated, and I’m no longer married to the giver of the Highfill moniker. However, we shared two amazing children who share that name and I had built a consulting business on it. Plus, it’s a lot easier to say than my maiden name of Strother (pronounced, Struther, Struthers, Strawberry, etc.). - See more at: http://www.damenationblog.com/about/#sthash.9D4TJR0u.dpuf"
,An empowered spirit,http://www.anempoweredspirit.com/,Cathy,"Miami , USA",http://40plusstyle.com/women-over-40-blogger-community/,"An Empowered Spirit is my blog where I love empowering readers to live a rich and full life after the age of 50 and despite disability. I want my journey to be a healthy, enriching and exciting one, and I know you do, too."
,Aging Backwards,http://www.agingbackwards.com/,Jackie,"NYC , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Hi! So glad you stopped by! Check out all my secrets, tips and shortcuts for staying young and gorgeous, and just have fun exploring here. You’ll also find the latest beauty and anti-aging news and reviews. Plus, you’ll get great advice from some of the best experts in the world."
,My daily costume,http://mydailycostume.com/,Elle,"New York , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Hi! I am Elle from New York. I am 55, happily married, and I enjoy anything that engages my creativity; fashion, art, jewelry making, and painting. My approach to fashion is anti-formulaic; I love to mix things up! Oh, and i LOVE to shop! Lets get to know one another. Welcome to MDC!"
,Fifty not Frumpy,http://fiftynotfrumpy.blogspot.com/,Susan,"East Tennessee, USA",http://40plusstyle.com/women-over-40-blogger-community/,"Hi everyone! I'm Susan Street, the editor of Fifty, not Frumpy. I love fashion but at fifty-seven years old I must use a different set of guidelines for putting together outfits than the gals featured in Vogue and on runways. Living in a small southern city and working within my clothing budget, I've learned to adapt current fashion to fit my lifestyle and social circle. Fashion is unspoken communication. I want my style to say I'm a professional woman with an awareness of fashion trends, I'm fun and approachable. This blog is my way of sharing what I continue to learn."
No description and location,Hmmm Holly,http://www.hmmmholly.blogspot.com/,Holly,,http://40plusstyle.com/women-over-40-blogger-community/,
,Clairejustineoxos,http://www.clairejustineoxox.com/,Claire Justine,"Nottingham, United Kingdom",http://40plusstyle.com/women-over-40-blogger-community/,"Family, fashion, food and fun..."
,Green with renvy,http://greenwithrenvy.com/,Alison,"BOSTON/NANTUCKET, MA , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Founder and writer Alison Abbott has been a multi discipline designer for all of her adult life. She is a serious design advocate, content creator and small business strategist, who is enthusiastic about keeping it local whether at home or abroad."
,Mika Lane,http://mikalane.com/,Karen,"San Francisco, CA",http://40plusstyle.com/women-over-40-blogger-community/,"Bloggist, writist, and cheerist at www.mikalane.com. Devotee of the intelligent and beautiful, and lover of shiny things."
,Attitude 40,http://www.atitudequarenta.com/,Andrea,Brazil,http://40plusstyle.com/women-over-40-blogger-community/,Author of the blog Attitude 40 (www.atitudequarenta.blogspot.com)
,40+ Blog,http://fortyplusblog.wordpress.com/,Dalia,Mexico,http://40plusstyle.com/women-over-40-blogger-community/,"40+blog is a blog dedicated for women over 40 years of age Why? There are infinite ammounts of blogs for youngsters, while there is a little information for women past their 20´s.I am a woman, I am 50 years old, I have been in the fashion business for the last nine years, and I have had the opportunity to get in touch with dozens of people who are experts in the fields of fashion, beauty, travel and so. I myself move in this field, and noticed the lack of information about these matters while having fun time with my friends."
,Cashmere Lover,http://www.cashmerelover.com/,Catherine,"England, UK",http://40plusstyle.com/women-over-40-blogger-community/,Beautiful Cashmere Knitwear and Accessories...Shop @ http://www.catherinerobinsoncashmere.com/ Follow my blog @http://www.cashmerelover.com/
,Valley of the Shoes,http://valleyoftheshoes.wordpress.com/,Mavjen,US (PA),http://40plusstyle.com/women-over-40-blogger-community/,"I am obsessed with good food, wine and faraway places. Oh, and shoes. For reference, if you need it, I’m 5 feet 5.5 inches. I am typically a size 6 in dresses, jackets/blazers, pants/skirts. I usually buy size 28 jeans. I have a long torso and short legs (about a 28.5″ inseam), so I almost always have to get pants altered. I can be all over the map in clothing that comes in Small, Medium or Large sizes, but my starting point is a Medium and take it from there. My shoe size is either 7.5 or 8 depending on the shoe."
No description,Over Forty & Under Age,http://ptyme.blogspot.com/,Asnette,US (FL),http://40plusstyle.com/women-over-40-blogger-community/,
No description,My Darling Pencil Skirt,http://mydarlingpencilskirt.blogspot.ru/,Nicole,Russia,http://40plusstyle.com/women-over-40-blogger-community/,
,Mama in Heels,http://www.mamainheels.com/,Janice,California,http://40plusstyle.com/women-over-40-blogger-community/,"Mamainheels.com is created as a platform to provide style inspiration, shopping tips, healthy eating, money management, and a sense of community."
,When life hands you a pear,http://whenlifehandsyouapear.wordpress.com/about/,Natalie,US (AZ),http://40plusstyle.com/women-over-40-blogger-community/,"I’m Natalie, a short (5’2″), pear-shaped woman trying to learn to dress herself better after years of wearing t-shirts and mom jeans every day."
Not found,Fab 40Plus,http://fabfortyplus.com/,Dez,US,http://40plusstyle.com/women-over-40-blogger-community/,
,Ingredients of style,http://www.ingredientsofstyle.com/,Louise,Toronto,http://40plusstyle.com/women-over-40-blogger-community/,"When I was growing up, I wanted to go into fashion design but my parents insisted that I study science. Seeing as I liked knowing how things worked, I went into chemistry, but in my spare time, I read all the fashion magazines I could lay my hands on. I eventually went on to complete a M.Sc. and a Ph.D. in biological chemistry, which is the use of synthetic organic chemistry to study complex biological systems. Still, I always wished I had gone into fashion design as a career."
No Description,Moving free with Mirabai,http://movingfreewithmirabai.com/,Mirabai,USA,http://40plusstyle.com/women-over-40-blogger-community/,
,Style Revival,http://stylerevival.com.au/,Caroline,"Melbourne , Australia",http://40plusstyle.com/women-over-40-blogger-community/,I am passionate about my belief that absolutely everyone can look stylish and feel incredible doing it. I do this by empowering you to believe that you are amazing and the way you look is a compelling way to communicate how brilliant you really are.
No Description,Life as we wear it,http://lifeaswewearit.com/,Suzanne,Australia,http://40plusstyle.com/women-over-40-blogger-community/,
,The Life Edit,http://www.thelife-edit.blogspot.co.uk/,Debbie,UK,http://40plusstyle.com/women-over-40-blogger-community/,"I'm a former magazine and website editor and current journalist who writes forhttp://www.beautyandthedirt.com/ . I will be writing about things that flick my switch - some I will have been sent in the course of my work, some I will have come across all on my own-some. But everything will come under honest scrutiny and get given my personal take. So here I am, warts 'n' all."
,This is your best year,http://thisisyourbestyear.com/,Maricia,US (TX),http://40plusstyle.com/women-over-40-blogger-community/,"Life changes as we mature, but that’s not a bad thing. I’m here to write about things that pertain to women who have reached a certain age, or who plan to reach a certain age. Sometimes it will be funny, sometimes it will make you think. It will always be informative."
,Zest now,http://zestnow.com/,Diane,US,http://40plusstyle.com/women-over-40-blogger-community/,For Women 50 and Forward www.zestnow.com
,The Scarlet Thread 7,http://thescarletthread7.blogspot.com/,Kara,Massachusetts,http://40plusstyle.com/women-over-40-blogger-community/,"Welcome! I am so happy you have found my place to display my creations, innovations, inspirations, contemplations and musings. I take writing and posting things for public viewing very seriously."
,Iridium Apparel - Notes & News,http://www.iridiumapparel.com/notes-and-news/,Daphne,US (SC),http://40plusstyle.com/women-over-40-blogger-community/,"Our socially conscious customers appreciate our global concern and share in this experience by wearing clothing manufactured in a fair trade environment made from quality, traditional materials."
,Books about women,http://allbooksaboutwomen.blogspot.be/,Laura,Belgium,http://40plusstyle.com/women-over-40-blogger-community/,"This blog is dedicated to books. Reviews are thoughts of an average woman, my personal thoughts and associations at a certain time, which keep changing. I am neither a literary critic nor a feminist, I also do not do gender studies."
,Cougar Vintage,http://cougarvintage.blogspot.com/,Carla," Florida , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Originally from Rio de Janeiro, Brazil, Carla studied ballet at the prestigious Dalal Achcar School for 15 years. She then attended the University Candido Mendes School of Fashion Design. Carla founded the ""Absoluta"" and ""Nica Mello"" clothing lines and had a regular fashion segment on the popular TV show ""Programa da Lili""(CNT) in Rio. Here in Florida, Mrs. McCarthy is constantly in demand as a stylist, personal shopper and image consultant for Adriana de Moura ( The real Housewife of Miami). She also writes the fashion page for Gazeta, the Brazilian newspaper and works as a fashion director for UPSCALE LIVING MAGAZINE!"
,Prime Beauty,http://www.primebeautyblog.net/,Cindy,"Spokane, WA",http://40plusstyle.com/women-over-40-blogger-community/,"Hi! I’m Cindy, the editor of Prime Beauty, a beauty blog for women 40 & over and in the prime of their lives! Women over 40 have unique issues and Prime Beauty addresses those issues with information and products geared specifically for them. Prime Beauty is packed with articles on skincare, makeup, product reviews, new product launches and makeup tips and tricks."
No Description & No Location,1 Momma Sunshine,http://1mommasunshine.com/,Tonya,,http://40plusstyle.com/women-over-40-blogger-community/,
,So what to twenty,http://sowhattotwenty.blogspot.com/,Glenda,"Los Angeles, USA",http://40plusstyle.com/women-over-40-blogger-community/,"From the runway to your personal closet, be it advice on the proper attire for a high profile event or a fashion 911 emergency, readers throughout the world are being inspired by connecting to “So What to Twenty”, a fashion and style blog with a 40+ perspective."
,Dana loves fashion and music,http://danalovesfashionandmusic.blogspot.de/,Dana,Germany,http://40plusstyle.com/women-over-40-blogger-community/,I share my love for fashion and music on my lifestyleblog:danalovesfashionandmusic.blogspot.de
,In my primetime,http://inmyprimetime.blogspot.com/,Mimi,United States,http://40plusstyle.com/women-over-40-blogger-community/,Moving forward fashionably...more time for myself and finding things that will compliment life. It promises to be an interesting & fun time! Let's find great things together!
,Podemos charlar juntas,http://podemoscharlarjuntas.blogspot.com.es/,Maria,"Madrid , Spain",http://40plusstyle.com/women-over-40-blogger-community/,"Blog femenino de belleza, decoración, DIY, libros, ocio y muchas cosas más!!! Tendrá un poco de todo! http://podemoscharlarjuntas.blogspot.com.es/"
,Cori Burchell,http://www.coriburchell.com/blog/,Cori,"Ontario, Canada",http://40plusstyle.com/women-over-40-blogger-community/,"I’m a Personal Stylist and Image Consultant in Toronto, Ontario, Canada. I’m a fashion expert and I help women and men take the mystery out of looking amazing!"
,The socialites Closet,http://www.the-socialites-closet.com/,Ellen,"Vermont , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Hi! I’m Ellen, a fashion and beauty conscious mom of two teenagers (16 and 21). I started this blog after being frustrated searching for realistic fashion and beauty advice for today’s woman. Most of the fashion/beauty blogs I was finding were geared toward women who wore a size 2 and had 3″ nails that took hours to design."
,Izzy Muses,http://www.izzymuses.com/,Izzy,Ireland,http://40plusstyle.com/women-over-40-blogger-community/,"Hello! I’m Izzy, recently turned 50 and I have been blogging since 2008. Mostly I chat about beauty and skincare products, plus size fashion, recipes, gardening, work/life balance, women’s health — especially menopause and perimenopause topics — and just about anything that affects women aged over 40."
,Fashion and Fun after 50,http://dedivahdeals.com/,Antoinette,"New Rochelle, NY , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Hello, my name is Antionette and I am a frugal fashionista and lifestyle blogger. I was born in Cincinnati, Ohio but raised along with my sister by our grandmother in New Rochelle, NY. My sister, Gloria and Uncle Ernest were both killed in a car accident in 1992, and not a day goes by that I don’t think of or miss her. Her last place of employment was at Goodwill Industries in Dover which is why I continue to support them and their mission to this day."
,Love Life Style and Stuff,http://lovelifestyleandstuff.com/,Tracey,"Queensland, Australia",http://40plusstyle.com/women-over-40-blogger-community/,"A keen observer of style, my goal is to help my clients learn how to create a look that is unique but also reflects the essence of their person. As a trained make up artist, I have worked in retail fashion, studied body shapes and colouring, and keep my skills up to date. I am also a qualified counsellor with a client centred focus. I am situated minutes away from the Robina Town Centre Shopping Centre, on the Gold Coast, Queensland, Australia."
No Location,Finding myself at 50,http://findingmyselfat50.com/,Jessica,,http://40plusstyle.com/women-over-40-blogger-community/,"I’m a wife and mom who is finding myself at 50. No, I’m not “finding myself” ala the 1960′s! I guess it’s more appropriate to say that I’m figuring out who I am at 50 years old, what the next chapter of my life is going to be like after being a full-time mom for 15 years and making plans and setting goals for the next 50."
,My decorating tips,http://mydecoratingtips.com/,Marina,"Morganville, New Jersey",http://40plusstyle.com/women-over-40-blogger-community/,"Founder and editor of My Decorating Tips, Marina Klima Goldberg is an award winning interior designer, world traveler, industry leader and color expert."
Name Missing,Hostess of the humble bungalow,http://www.hostessofthehumblebungalow.blogspot.com/,,"B.C., Canada",http://40plusstyle.com/women-over-40-blogger-community/,"Mother of 2, married, 59 years old grandmother to Isla Ellen and Henry Brian, avid reader, gardener and lover of David Austin roses, restored and live in an arts and crafts bungalow now designated and on the heritage registry, loved cruising in our vintage Chris Craft near the 49th parallel, now we are riding the waves on board our 27 foot Sea Ray Sun Dancer, interested in French life and style, and trying to keep healthy while aging graciously and hopefully gracefully."
,Nikki's nutty thoughts and ramblings,http://nuttysquirrel72.wordpress.com/,Nikki,"Ypsilanti, MI",http://40plusstyle.com/women-over-40-blogger-community/,Adorable wife of John. Fun stepmom to Marissa. Loving mother to Piwackett. Heinz ketchup lover. Banana hater. Neil Diamond lover. Monkees fanatic.
No Location,The small fabric of my life,http://www.thesmallfabricofmylife.blogspot.com/,Jane,,http://40plusstyle.com/women-over-40-blogger-community/,is a collection of my musings on what matters most to me.
No Description No location,Going global east meets west,http://goingglobaleastmeetswest.blogspot.com/,Kel,,http://40plusstyle.com/women-over-40-blogger-community/,
No Location,Trying for sighs,http://www.tryingforsighs.com/,Rachel,,http://40plusstyle.com/women-over-40-blogger-community/,"Hi I'm Rachel and I'm a life and style blogger. Sharing my love of style, food and all things pretty."
,Une femme d'un certain age,http://unefemme.net/,Déjà,"California , USA",http://40plusstyle.com/women-over-40-blogger-community/,"I’m fifty-six, married to the same wonderful Monsieur since 1995, the mother of a special-needs teenager and two hooligan dogs, a full-time administrative professional, a coffee-holic, Paris-obsessed, native Californian, and a petite and curvy femme d’un certain age. I believe that personal style is an essential form of self-expression and started this blog in 2007 in hopes of having a conversation about style for our demographic, which no one else seemed to be addressing at the time."
Blog not found,Time to blossom,http://timetoblossom520.blogspot.com/,Laurie,,http://40plusstyle.com/women-over-40-blogger-community/,
No Description,DizzYmaiden's Foodies & Craftsters,http://dizzymaiden.tumblr.com/,Amy,US (MA),http://40plusstyle.com/women-over-40-blogger-community/,
Briefly unavailable for scheduled maintenance.,Christine Kolek,http://www.christinekolek.com/,Christine,US (TN),http://40plusstyle.com/women-over-40-blogger-community/,
,Tamera Beardly,http://www.tamerabeardsley.com/,Tamara,Southern California,http://40plusstyle.com/women-over-40-blogger-community/,"Making my life my art...one day at a time...with my own brand of down-to-earth glamour. As an adult I went from full time designer to full time mother. Now as I can see the proverbial empty nest of the horizon, this is my journal to reflect on the pieces that are my life."
,Fun Fierce Fabulous Beauty Over 50!,http://www.lilyseymour.com/,Lily,Southern California,http://40plusstyle.com/women-over-40-blogger-community/,"WELCOME! I'm Lily Seymour, a 50+ Southern California retired Flight Attendant, wife, mother, grandmother and makeup lover... and this is my little haven where I get to share my love of all things beautiful."
No Location,catherinestaat.blogspot.com,http://catherinestaat.blogspot.com/,Cat,,http://40plusstyle.com/women-over-40-blogger-community/,A Big City Girl's Adventures Living in a Small Town 40+ Lifestyle Vlogger
,Life's silver lining and I,http://lifessilverliningandi.blogspot.com/,Nilla,"Stockholm, Sweden",http://40plusstyle.com/women-over-40-blogger-community/,"Livsstil, mode, inredning och annat som förgyller tillvaron"
,A rolling crone,http://arollingcrone.blogspot.com/,Joan,"North Grafton, MA, United States",http://40plusstyle.com/women-over-40-blogger-community/,"After 40 years as a journalist, I turned 60 and decided to return to my first love--painting. I’ve exhibited watercolors and photographs in Massachusetts and have a slide show of paintings below. My photo book “The Secret Life of Greek Cats” can be purchased by clicking on the cover below."
,Forty + Plus,http://forty-plus.blogspot.co.nz/,Jody,"Auckland, New Zealand",http://40plusstyle.com/women-over-40-blogger-community/,"I'm Jody, a 42-year-old IT specialist living in Auckland, New Zealand. The style blogs I follow inspire me, but most items are hard to get, geared to 20-somethings and feature brands that stop at size 12."
Domain Site,Meesh's World,http://www.meeshsworld.com/,Michelle,US (AZ),http://40plusstyle.com/women-over-40-blogger-community/,
,Is this my life? Realy?,http://cassidl.blogspot.ca/,Linda,"Ottawa, Ontario , Canada",http://40plusstyle.com/women-over-40-blogger-community/,"My name is Linda and I live in Ottawa, Ontario. The Nations Capital I'm a wife/partner , step mother of two and surrogate/sub mom to one, and owner of one adorable cat ( she has her own page). I drink tea in the morning, coffee in the evening and wine/beer at night, and I am a Diet Pepsi addict and I am proud of it. I think if Pepsi had any idea how much of an addict I was and how much I loved their product they would hire me to promote their product ( especially diet pepsi  lime) - See more at: http://cassidl.blogspot.ca/p/all-about-me.html#sthash.SBnF2ze4.dpuf"
